"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U770","2020-02-08 00:00:00","5.000","48.000","2.100","17.500","0.680","1022.800","","0.000","-99.000","-99.000","-99.000","23.700","","16.100",""
"C0Z210","2020-02-08 00:00:00","126.000","5.000","1.100","16.300","0.990","1010.000","","3.000","-99.000","-99.000","-99.000","25.400","","13.700",""
"C0V690","2020-02-08 00:00:00","30.000","46.000","3.200","16.400","0.890","1018.000","","0.000","-99.000","-99.000","-99.000","24.800","","16.400",""
"C0M690","2020-02-08 00:00:00","33.000","22.000","2.300","15.500","0.850","1017.200","","0.000","-99.000","-99.000","-99.000","23.600","","15.100",""
"C0R440","2020-02-08 00:00:00","1654.000","79.000","2.900","10.500","1.000","839.400","","0.000","-99.000","-99.000","-99.000","16.800","","10.300",""
"C0F970","2020-02-08 00:00:00","145.000","6.000","1.600","15.200","0.810","1003.900","","0.000","-99.000","-99.000","-99.000","22.300","","14.900",""
"C0C490","2020-02-08 00:00:00","157.000","57.000","0.900","14.500","0.920","1006.300","","10.500","-99.000","-99.000","-99.000","16.300","","13.200",""
"C0X160","2020-02-08 00:00:00","26.000","354.000","3.300","16.000","0.950","1018.900","","0.000","-99.000","-99.000","-99.000","24.800","","16.000",""
"C0S760","2020-02-08 00:00:00","1621.000","121.000","0.500","10.000","1.000","844.900","","3.000","-99.000","-99.000","-99.000","19.400","","10.000",""
"C0O830","2020-02-08 00:00:00","127.000","154.000","0.500","14.600","0.990","1007.100","","0.000","-99.000","-99.000","-99.000","26.400","","14.100",""
"C0A560","2020-02-08 00:00:00","405.000","301.000","0.500","12.700","1.000","977.900","","2.000","-99.000","-99.000","-99.000","17.600","","12.700",""
"C0A9A0","2020-02-08 00:00:00","24.000","111.000","2.100","15.800","0.890","1022.400","","1.500","-99.000","-99.000","-99.000","18.200","","15.400",""
"C0AD50","2020-02-08 00:00:00","84.000","104.000","1.300","14.500","1.000","1015.700","","6.500","-99.000","-99.000","-99.000","17.300","","13.900",""
"C0G620","2020-02-08 00:00:00","110.000","360.000","2.200","14.600","0.930","1008.400","","0.000","-99.000","-99.000","-99.000","24.900","","14.600",""
"C0V310","2020-02-08 00:00:00","46.000","328.000","0.800","17.200","0.810","1014.600","","0.000","-99.000","-99.000","-99.000","26.800","","16.100",""
"C0X110","2020-02-08 00:00:00","20.000","37.000","2.800","16.200","0.890","1019.600","","0.000","-99.000","-99.000","-99.000","24.200","","16.200",""
"C0S980","2020-02-08 00:00:00","901.000","314.000","1.400","14.200","1.000","920.400","","1.000","-99.000","-99.000","-99.000","21.300","","14.200",""
"C0R320","2020-02-08 00:00:00","7.000","64.000","7.100","21.500","0.800","1019.600","","0.000","12.900","72.000","","25.900","","18.100",""
"C0O860","2020-02-08 00:00:00","38.000","353.000","1.100","16.000","0.990","1016.500","","0.000","-99.000","-99.000","-99.000","24.800","","15.900",""
"C0U950","2020-02-08 00:00:00","1012.000","319.000","4.500","8.600","1.000","910.400","","9.000","-99.000","-99.000","-99.000","13.700","","8.600",""
"C0R260","2020-02-08 00:00:00","76.000","0.000","0.000","17.300","0.960","1011.600","","0.000","-99.000","-99.000","-99.000","28.200","","15.900",""
"C0G880","2020-02-08 00:00:00","92.000","0.000","0.000","16.100","0.890","1010.700","","0.000","-99.000","-99.000","-99.000","24.600","","15.700",""
"C0R520","2020-02-08 00:00:00","18.000","336.000","1.500","17.600","0.900","1019.000","","0.000","-99.000","-99.000","-99.000","26.500","","16.600",""
"C0O810","2020-02-08 00:00:00","161.000","162.000","0.600","14.500","0.990","1003.700","","0.000","-99.000","-99.000","-99.000","26.000","","14.400",""
"C0E790","2020-02-08 00:00:00","344.000","61.000","2.500","14.000","1.000","981.200","","0.000","9.100","23.000","","21.700","","13.300",""
"C0F9Y0","2020-02-08 00:00:00","3313.000","236.000","6.400","-0.100","0.810","687.000","","1.000","13.900","218.000","","6.400","","-0.300",""
"C0S930","2020-02-08 00:00:00","248.000","0.000","0.200","17.700","0.920","994.600","","0.000","-99.000","-99.000","-99.000","24.500","","15.400",""
"C0M770","2020-02-08 00:00:00","164.000","357.000","1.900","14.500","0.970","1002.100","","0.000","-99.000","-99.000","-99.000","23.900","","14.500",""
"C0R470","2020-02-08 00:00:00","103.000","306.000","1.100","16.600","0.940","1009.400","","0.000","-99.000","-99.000","-99.000","27.000","","15.200",""
"C0W120","2020-02-08 00:00:00","58.000","-99.000","-99.000","16.400","0.790","1016.000","","0.000","-99.000","-99.000","-99.000","16.700","","14.500",""
"C0V350","2020-02-08 00:00:00","36.000","302.000","1.500","16.200","0.910","1017.900","","0.000","-99.000","-99.000","-99.000","27.100","","15.000",""
"CM0160","2020-02-08 00:00:00","159.000","125.000","0.300","14.300","0.910","1004.600","","0.000","-99.000","-99.000","-99.000","24.600","","13.800",""
"C0V500","2020-02-08 00:00:00","6.000","30.000","1.700","16.700","0.870","1018.700","","0.000","-99.000","-99.000","-99.000","24.500","","16.700",""
"C0SA30","2020-02-08 00:00:00","92.000","14.000","3.300","18.100","0.870","1013.000","","0.500","-99.000","-99.000","-99.000","24.200","","18.100",""
"C0U710","2020-02-08 00:00:00","1942.000","275.000","0.600","4.900","0.990","812.200","","0.000","-99.000","-99.000","-99.000","15.400","","4.900",""
"C0Z100","2020-02-08 00:00:00","36.000","320.000","0.600","17.100","0.940","1020.700","","0.000","-99.000","-99.000","-99.000","24.900","","14.800",""
"C0Z170","2020-02-08 00:00:00","199.000","359.000","1.000","18.200","0.860","1001.800","","0.500","-99.000","-99.000","-99.000","27.700","","14.100",""
"C0K430","2020-02-08 00:00:00","30.000","12.000","4.300","15.700","0.850","1019.400","","0.000","9.300","21.000","","21.800","","14.700",""
"C0S960","2020-02-08 00:00:00","32.000","24.000","2.100","20.100","0.840","1018.300","","20.500","-99.000","-99.000","-99.000","25.200","","18.900",""
"C0T9M0","2020-02-08 00:00:00","92.000","351.000","2.000","16.700","1.000","1014.500","","10.000","-99.000","-99.000","-99.000","25.600","","16.700",""
"C0AI00","2020-02-08 00:00:00","188.000","17.000","3.100","14.000","0.940","1003.800","","2.000","-99.000","-99.000","-99.000","16.100","","12.900",""
"C0AC40","2020-02-08 00:00:00","1079.000","67.000","5.800","7.800","0.990","900.400","","9.000","11.000","37.000","","12.000","","7.800",""
"C0F9M0","2020-02-08 00:00:00","230.000","18.000","0.900","14.300","0.950","994.800","","0.000","-99.000","-99.000","-99.000","20.600","","13.500",""
"C0A930","2020-02-08 00:00:00","216.000","321.000","1.100","13.700","0.940","998.400","","29.000","-99.000","-99.000","-99.000","16.100","","13.700",""
"C0A640","2020-02-08 00:00:00","241.000","0.000","0.000","13.000","0.970","999.100","","5.500","-99.000","-99.000","-99.000","16.200","","13.000",""
"C0I420","2020-02-08 00:00:00","305.000","152.000","0.400","14.400","0.910","985.900","","0.000","-99.000","-99.000","-99.000","24.900","","14.400",""
"C0R170","2020-02-08 00:00:00","26.000","274.000","0.400","16.700","1.000","1018.100","","0.000","-99.000","-99.000","-99.000","27.200","","16.400",""
"C0M530","2020-02-08 00:00:00","1385.000","88.000","0.700","12.000","0.960","873.700","","0.000","-99.000","-99.000","-99.000","19.600","","11.100",""
"C0H960","2020-02-08 00:00:00","120.000","22.000","0.600","16.000","0.920","1006.400","","0.000","-99.000","-99.000","-99.000","23.400","","15.600",""
"C0V620","2020-02-08 00:00:00","18.000","7.000","2.300","15.500","0.860","1019.400","","0.000","-99.000","-99.000","-99.000","24.600","","15.500",""
"C0X280","2020-02-08 00:00:00","22.000","39.000","5.400","15.700","0.830","1019.400","","0.000","-99.000","-99.000","-99.000","22.500","","15.600",""
"C0AH40","2020-02-08 00:00:00","426.000","3.000","2.600","13.400","0.950","973.800","","2.000","-99.000","-99.000","-99.000","16.900","","13.300",""
"C0T9A0","2020-02-08 00:00:00","498.000","60.000","0.600","13.400","0.990","965.900","","3.000","-99.000","-99.000","-99.000","21.500","","13.400",""
"C0K390","2020-02-08 00:00:00","31.000","37.000","3.800","15.500","0.850","1018.300","","0.000","-99.000","-99.000","-99.000","22.300","","14.900",""
"C0I540","2020-02-08 00:00:00","3344.000","-99.000","-99.000","-0.400","1.000","684.100","","-99.000","-99.000","-99.000","-99.000","2.200","","-1.000",""
"C0G890","2020-02-08 00:00:00","24.000","23.000","7.500","16.300","0.910","1018.900","","0.000","-99.000","-99.000","-99.000","19.300","","14.800",""
"C0G720","2020-02-08 00:00:00","50.000","356.000","1.600","15.100","0.860","1015.600","","0.000","-99.000","-99.000","-99.000","22.300","","14.600",""
"C0UA40","2020-02-08 00:00:00","1121.000","39.000","2.900","9.000","0.990","897.000","","3.500","-99.000","-99.000","-99.000","17.600","","9.000",""
"C0V400","2020-02-08 00:00:00","56.000","42.000","3.500","15.500","0.950","1014.300","","0.000","-99.000","-99.000","-99.000","24.300","","15.500",""
"C0X130","2020-02-08 00:00:00","27.000","13.000","1.600","16.400","0.840","1018.100","","0.000","-99.000","-99.000","-99.000","24.800","","16.300",""
"C0A520","2020-02-08 00:00:00","48.000","0.000","0.000","14.800","0.990","1019.800","","7.000","-99.000","-99.000","-99.000","18.000","","14.600",""
"C0U870","2020-02-08 00:00:00","474.000","0.000","0.000","12.300","0.950","970.700","","1.000","-99.000","-99.000","-99.000","18.100","","12.300",""
"C0S690","2020-02-08 00:00:00","522.000","17.000","1.600","-99.000","0.990","962.500","","4.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R150","2020-02-08 00:00:00","105.000","315.000","0.700","16.900","0.990","1007.200","","0.000","-99.000","-99.000","-99.000","28.300","","15.400",""
"C0K560","2020-02-08 00:00:00","117.000","10.000","0.700","15.000","0.860","1008.800","","0.000","-99.000","-99.000","-99.000","25.300","","14.400",""
"C0X100","2020-02-08 00:00:00","10.000","355.000","3.900","16.000","0.920","1018.900","","0.000","-99.000","-99.000","-99.000","23.800","","16.000",""
"C0K460","2020-02-08 00:00:00","60.000","10.000","2.800","15.200","0.870","1014.000","","0.000","-99.000","-99.000","-99.000","22.700","","15.000",""
"C0U940","2020-02-08 00:00:00","25.000","238.000","0.800","15.700","0.940","1023.100","","0.000","-99.000","-99.000","-99.000","24.600","","14.800",""
"C0A860","2020-02-08 00:00:00","362.000","11.000","1.600","12.300","1.000","982.600","","14.500","-99.000","-99.000","-99.000","15.400","","12.300",""
"C0I480","2020-02-08 00:00:00","2165.000","248.000","0.300","5.700","0.930","792.600","","0.000","-99.000","-99.000","-99.000","13.100","","5.400",""
"C0G910","2020-02-08 00:00:00","42.000","3.000","3.700","16.100","0.860","1017.700","","0.000","-99.000","-99.000","-99.000","21.800","","15.100",""
"C0X080","2020-02-08 00:00:00","2.000","22.000","4.700","15.500","0.860","1021.500","","0.000","-99.000","-99.000","-99.000","24.600","","15.500",""
"C0AH00","2020-02-08 00:00:00","38.000","114.000","1.000","14.900","1.000","1020.500","","4.500","-99.000","-99.000","-99.000","18.700","","14.900",""
"C0V700","2020-02-08 00:00:00","24.000","12.000","3.000","16.600","0.860","1017.500","","0.000","-99.000","-99.000","-99.000","24.800","","16.600",""
"C0AD00","2020-02-08 00:00:00","86.000","46.000","1.700","16.500","0.800","1015.300","","2.000","-99.000","-99.000","-99.000","17.600","","14.800",""
"C0O900","2020-02-08 00:00:00","9.000","5.000","3.100","15.700","0.990","1020.900","","0.000","-99.000","-99.000","-99.000","24.400","","15.400",""
"C0R570","2020-02-08 00:00:00","37.000","2.000","1.400","17.500","0.890","1015.300","","0.000","-99.000","-99.000","-99.000","26.700","","16.300",""
"C0AG90","2020-02-08 00:00:00","25.000","114.000","0.400","16.000","0.890","1022.800","","4.500","-99.000","-99.000","-99.000","18.700","","15.000",""
"C0T9I0","2020-02-08 00:00:00","152.000","8.000","1.500","16.500","0.890","1006.700","","11.000","-99.000","-99.000","-99.000","23.400","","15.600",""
"C0O980","2020-02-08 00:00:00","18.000","4.000","2.500","15.700","0.880","1020.700","","0.000","-99.000","-99.000","-99.000","25.400","","15.400",""
"C0R270","2020-02-08 00:00:00","51.000","353.000","3.300","18.500","0.970","1013.700","","0.000","-99.000","-99.000","-99.000","25.000","","17.900",""
"C0T9H0","2020-02-08 00:00:00","725.000","56.000","3.600","12.700","0.990","940.700","","6.000","9.000","22.000","","21.500","","12.700",""
"C0A660","2020-02-08 00:00:00","97.000","55.000","0.800","30.600","-99.000","-99.000","","5.500","-99.000","-99.000","-99.000","30.600","","14.200",""
"C0A890","2020-02-08 00:00:00","40.000","0.000","0.100","-99.000","0.990","-99.000","","3.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O840","2020-02-08 00:00:00","134.000","59.000","0.700","14.700","0.970","1004.200","","0.000","-99.000","-99.000","-99.000","24.000","","14.400",""
"C0R530","2020-02-08 00:00:00","16.000","353.000","3.000","17.400","0.800","1019.000","","0.000","-99.000","-99.000","-99.000","25.500","","16.000",""
"C0G870","2020-02-08 00:00:00","12.000","24.000","4.000","16.800","0.770","1021.700","","0.000","-99.000","-99.000","-99.000","19.900","","15.200",""
"C0M820","2020-02-08 00:00:00","980.000","0.000","0.000","13.500","0.760","911.600","","0.000","-99.000","-99.000","-99.000","21.900","","11.900",""
"C0F9S0","2020-02-08 00:00:00","43.000","13.000","2.400","16.700","0.770","1017.200","","0.000","-99.000","-99.000","-99.000","22.300","","15.400",""
"C0R160","2020-02-08 00:00:00","45.000","360.000","2.000","15.900","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","26.100","","15.600",""
"C0A950","2020-02-08 00:00:00","60.000","359.000","8.000","17.100","0.720","1018.000","","0.000","-99.000","-99.000","-99.000","18.900","","15.900",""
"C0F9L0","2020-02-08 00:00:00","253.000","25.000","3.600","15.200","0.880","992.000","","0.000","-99.000","-99.000","-99.000","20.300","","13.900",""
"C0R550","2020-02-08 00:00:00","38.000","343.000","1.500","18.000","0.910","1017.100","","0.000","-99.000","-99.000","-99.000","27.700","","14.600",""
"C0V530","2020-02-08 00:00:00","34.000","11.000","2.100","15.200","1.000","1017.200","","0.000","-99.000","-99.000","-99.000","24.600","","15.200",""
"C0AI10","2020-02-08 00:00:00","76.000","0.000","0.000","14.600","0.990","1015.600","","5.000","-99.000","-99.000","-99.000","17.100","","14.400",""
"C0F9U0","2020-02-08 00:00:00","74.000","38.000","2.400","16.600","0.810","1012.800","","0.000","-99.000","-99.000","-99.000","22.400","","15.600",""
"C0V680","2020-02-08 00:00:00","40.000","1.000","2.900","15.700","0.890","1016.200","","0.000","-99.000","-99.000","-99.000","25.400","","15.700",""
"C0Z290","2020-02-08 00:00:00","946.000","0.000","0.000","12.600","1.000","916.600","","1.000","-99.000","-99.000","-99.000","20.100","","12.600",""
"CM0120","2020-02-08 00:00:00","4.000","37.000","7.700","17.300","0.740","1021.500","","0.000","13.900","22.000","","18.900","","15.600",""
"C0G760","2020-02-08 00:00:00","53.000","81.000","0.500","14.500","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","23.900","","14.500",""
"C0K450","2020-02-08 00:00:00","35.000","11.000","3.000","15.400","0.810","1017.100","","0.000","-99.000","-99.000","-99.000","22.600","","15.200",""
"C0E820","2020-02-08 00:00:00","220.000","33.000","3.400","14.200","0.850","997.500","","2.000","-99.000","-99.000","-99.000","16.500","","12.500",""
"C0A530","2020-02-08 00:00:00","300.000","60.000","1.400","12.800","0.990","989.900","","3.000","-99.000","-99.000","-99.000","15.400","","12.800",""
"C0M520","2020-02-08 00:00:00","15.000","32.000","3.500","15.300","0.840","1019.700","","0.000","-99.000","-99.000","-99.000","23.300","","15.300",""
"C0K240","2020-02-08 00:00:00","1132.000","91.000","2.100","14.500","0.900","897.500","","0.000","-99.000","-99.000","-99.000","19.600","","12.100",""
"C0V210","2020-02-08 00:00:00","734.000","0.000","0.000","16.100","0.850","938.700","","0.000","-99.000","-99.000","-99.000","27.000","","11.400",""
"C0Z320","2020-02-08 00:00:00","646.000","0.000","0.000","14.100","1.000","949.000","","8.500","-99.000","-99.000","-99.000","24.300","","10.700",""
"C0R600","2020-02-08 00:00:00","766.000","5.000","0.400","19.200","0.800","933.600","","0.000","-99.000","-99.000","-99.000","23.100","","15.500",""
"C0C650","2020-02-08 00:00:00","208.000","35.000","2.200","12.900","0.870","1000.100","","5.500","-99.000","-99.000","-99.000","14.700","","11.900",""
"C0F9I0","2020-02-08 00:00:00","194.000","27.000","2.800","14.800","0.880","998.600","","0.000","-99.000","-99.000","-99.000","19.300","","13.200",""
"C0T820","2020-02-08 00:00:00","550.000","137.000","0.600","15.400","0.840","962.700","","0.000","-99.000","-99.000","-99.000","23.500","","12.200",""
"C0S890","2020-02-08 00:00:00","238.000","360.000","1.300","17.700","0.920","998.300","","6.500","-99.000","-99.000","-99.000","26.900","","14.000",""
"C0G840","2020-02-08 00:00:00","32.000","1.000","0.800","14.600","0.920","1017.700","","0.000","-99.000","-99.000","-99.000","23.300","","14.600",""
"C0V710","2020-02-08 00:00:00","34.000","349.000","3.200","16.600","0.850","1016.700","","0.000","-99.000","-99.000","-99.000","24.900","","16.600",""
"C0X140","2020-02-08 00:00:00","17.000","1.000","1.300","16.000","0.840","1019.200","","0.000","-99.000","-99.000","-99.000","24.600","","16.000",""
"C0D590","2020-02-08 00:00:00","143.000","47.000","4.100","14.500","0.860","1008.400","","6.000","-99.000","-99.000","-99.000","15.600","","12.600",""
"C0U990","2020-02-08 00:00:00","31.000","268.000","0.800","16.000","0.890","1022.100","","0.000","-99.000","-99.000","-99.000","22.600","","16.000",""
"C0A970","2020-02-08 00:00:00","96.000","14.000","9.700","15.500","0.990","1014.000","","1.000","-99.000","-99.000","-99.000","17.700","","14.800",""
"CM0110","2020-02-08 00:00:00","7.000","38.000","6.200","16.600","0.730","1021.700","","-99.000","11.300","55.000","","19.700","","15.000",""
